threshold,accuracy0,accuracy1,accuracy
0.0,0.0,1.0,0.5454545454545454
0.01,0.9090909090909091,0.9696969696969697,0.9421487603305785
0.02,0.9090909090909091,0.9545454545454546,0.9338842975206612
0.029999999999999999,0.9090909090909091,0.9545454545454546,0.9338842975206612
0.040000000000000001,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.050000000000000003,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.059999999999999998,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.070000000000000007,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.080000000000000002,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.089999999999999997,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.10000000000000001,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.11,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.12,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.13,0.9272727272727272,0.9545454545454546,0.9421487603305785
0.14000000000000001,0.9272727272727272,0.9242424242424242,0.9256198347107438
0.14999999999999999,0.9272727272727272,0.9242424242424242,0.9256198347107438
0.16,0.9272727272727272,0.9242424242424242,0.9256198347107438
0.17000000000000001,0.9272727272727272,0.9242424242424242,0.9256198347107438
0.17999999999999999,0.9272727272727272,0.9242424242424242,0.9256198347107438
0.19,0.9272727272727272,0.9090909090909091,0.9173553719008265
0.20000000000000001,0.9272727272727272,0.9090909090909091,0.9173553719008265
0.20999999999999999,0.9272727272727272,0.9090909090909091,0.9173553719008265
0.22,0.9272727272727272,0.9090909090909091,0.9173553719008265
0.23000000000000001,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.23999999999999999,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.25,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.26000000000000001,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.27000000000000002,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.28000000000000003,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.28999999999999998,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.29999999999999999,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.31,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.32000000000000001,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.33000000000000002,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.34000000000000002,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.35000000000000003,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.35999999999999999,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.37,0.9454545454545454,0.9090909090909091,0.9256198347107438
0.38,0.9454545454545454,0.8939393939393939,0.9173553719008265
0.39000000000000001,0.9454545454545454,0.8939393939393939,0.9173553719008265
0.40000000000000002,0.9636363636363636,0.8787878787878788,0.9173553719008265
0.41000000000000003,0.9636363636363636,0.8787878787878788,0.9173553719008265
0.41999999999999998,0.9636363636363636,0.8787878787878788,0.9173553719008265
0.42999999999999999,0.9636363636363636,0.8787878787878788,0.9173553719008265
0.44,0.9636363636363636,0.8787878787878788,0.9173553719008265
0.45000000000000001,0.9636363636363636,0.8787878787878788,0.9173553719008265
0.46000000000000002,0.9636363636363636,0.8787878787878788,0.9173553719008265
0.47000000000000003,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.47999999999999998,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.48999999999999999,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.5,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.51000000000000001,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.52000000000000002,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.53000000000000003,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.54000000000000004,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.55000000000000004,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.56000000000000005,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.57000000000000006,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.57999999999999996,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.58999999999999997,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.59999999999999998,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.60999999999999999,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.62,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.63,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.64000000000000001,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.65000000000000002,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.66000000000000003,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.67000000000000004,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.68000000000000005,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.69000000000000006,0.9636363636363636,0.8636363636363636,0.9090909090909091
0.70000000000000007,0.9818181818181818,0.8636363636363636,0.9173553719008265
0.70999999999999996,0.9818181818181818,0.8636363636363636,0.9173553719008265
0.71999999999999997,0.9818181818181818,0.8636363636363636,0.9173553719008265
0.72999999999999998,0.9818181818181818,0.8636363636363636,0.9173553719008265
0.73999999999999999,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.75,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.76000000000000001,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.77000000000000002,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.78000000000000003,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.79000000000000004,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.80000000000000004,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.81000000000000005,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.82000000000000006,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.83000000000000007,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.83999999999999997,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.84999999999999998,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.85999999999999999,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.87,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.88,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.89000000000000001,0.9818181818181818,0.8484848484848485,0.9090909090909091
0.90000000000000002,0.9818181818181818,0.8333333333333334,0.9008264462809917
0.91000000000000003,0.9818181818181818,0.8333333333333334,0.9008264462809917
0.92000000000000004,1.0,0.8181818181818182,0.9008264462809917
0.93000000000000005,1.0,0.8181818181818182,0.9008264462809917
0.94000000000000006,1.0,0.803030303030303,0.8925619834710744
0.95000000000000007,1.0,0.7878787878787878,0.8842975206611571
0.95999999999999996,1.0,0.7727272727272727,0.8760330578512396
0.96999999999999997,1.0,0.7575757575757576,0.8677685950413223
0.97999999999999998,1.0,0.7575757575757576,0.8677685950413223
0.98999999999999999,1.0,0.7424242424242424,0.859504132231405
